customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,CLV,customer_type
87457446,Yashodhara Sarraf,prabhudaksha@example.com,9.16372E+11,"H.No. 80
Seshadri Chowk
Chittoor 085684",Katihar,525466,02-07-2024,Premium,7,1301.39,9109.73,Regular
10830043,Gabriel Iyer,bbala@example.com,9.17749E+11,"H.No. 369, Buch Circle, Jammu-963201",Hospet,548469,15-10-2023,New,9,899.6,8096.4,Regular
97150234,Ishaan Brahmbhatt,madhavi33@example.com,9.17565E+11,"997, Lala Path
Anantapuram-222697",Bihar Sharif,945899,22-11-2023,New,13,1527.55,19858.15,VIP
72489544,Sanaya Joshi,gsampath@example.net,9.17643E+11,"H.No. 551, Bava Chowk
Madurai-398541",Siwan,332066,19-09-2024,Inactive,17,1600.17,27202.89,VIP
81352781,Brinda Bassi,jminhas@example.net,9.12402E+11,"03/95, Virk Road
Satna 527580",Dehradun,455587,27-02-2024,Regular,4,564.55,2258.2,Regular
88130777,Darsh Gupta,xdash@example.org,9.18488E+11,"508
Brar Path, Machilipatnam 589416",North Dumdum,424291,17-10-2023,New,16,301.23,4819.68,VIP
65294340,Jasmit Kota,arjunbandi@example.com,9.1869E+11,"53/982, Pandya Marg
Anantapur-635508",Jamalpur,835263,16-04-2024,New,17,356.29,6056.93,VIP
40387944,Chavvi Gill,qabil65@example.net,9.13771E+11,"584, Mohanty Marg, Mirzapur-256533",Parbhani,373298,15-03-2024,Regular,10,569.91,5699.1,Regular
91868185,Raghav Sathe,ekaniparmer@example.org,9.19502E+11,"00/26, Chandra Chowk, Uluberia 117916",Srinagar,517675,15-10-2023,New,1,1657.84,1657.84,Regular
31846190,Charan Choudhary,tristantank@example.org,9.13766E+11,"23/56, Kadakia Marg
Patna-321511",Kolkata,264654,08-09-2024,New,4,1176.18,4704.72,Regular
15529446,Pallavi Goda,samarthpandey@example.com,9.1106E+11,"H.No. 264
Master Chowk, Patna-122382",Haridwar,665417,10-10-2023,Premium,9,854.35,7689.15,Regular
20956158,Kashish Misra,issacjalsa@example.net,9.18164E+11,"55/77
Nadkarni Zila
Machilipatnam 232117",Kavali,767570,10-03-2024,Premium,7,312.69,2188.83,Regular
68159723,Yashvi Pathak,wallaarunima@example.org,9.16156E+11,"866, Zachariah Zila
Madurai 896328",Orai,197279,21-05-2024,New,6,1214.62,7287.72,Regular
48554440,Rohan Ganesan,bhavika36@example.net,9.19451E+11,"27/72
Raj Chowk, Bhiwani-471346",Malegaon,231443,28-03-2024,Regular,17,1354.99,23034.83,VIP
966247,Jeevika Deo,sbalasubramanian@example.net,9.14779E+11,"894, Chanda Road
Kamarhati 134874",Junagadh,410259,16-11-2023,Inactive,13,1110.76,14439.88,VIP
40015980,Dipta Deshmukh,dugarpooja@example.org,9.19604E+11,"96/245, Karnik Street
Bijapur-598528",Katni,118043,28-06-2023,New,18,1031.91,18574.38,VIP
63262519,Benjamin Balakrishnan,nkaran@example.com,9.12023E+11,"H.No. 08
Kalla Road
Udupi 906901",Karaikudi,681242,21-02-2024,Regular,10,607.45,6074.5,Regular
81763298,Laban Kumar,xhanda@example.com,9.17218E+11,"71
Chadha Marg, Tezpur 405760",Ichalkaranji,469063,29-07-2023,Premium,1,1747.14,1747.14,Regular
49985597,Neel Rastogi,rachana02@example.net,9.10964E+11,"27/024, Kumer Circle, Kurnool-562150",Kishanganj,147502,06-08-2024,Regular,3,775.73,2327.19,Regular
21282544,Warda Basak,lchoudhary@example.net,9.19755E+11,"413
Kakar Road
Ujjain 345914",Jaunpur,808063,28-08-2024,Regular,16,657.98,10527.68,VIP
78868716,Sai Chhabra,mahika95@example.net,9.12345E+11,"H.No. 581
Prabhakar Road, Morena 912519",Madhyamgram,179333,10-12-2023,Inactive,5,1774.41,8872.05,Regular
30733165,Gaurang Grewal,gramesh@example.org,9.16507E+11,"94/94, Hayer Ganj, Dhanbad-672298",Ujjain,119364,10-05-2024,Inactive,10,1609.11,16091.1,Regular
78678612,Kritika Padmanabhan,divyaluthra@example.com,9.19528E+11,"H.No. 71
Shroff Nagar, Bellary-820754",Mehsana,505469,20-06-2024,Premium,1,795.06,795.06,Regular
48511124,Girish Shankar,aggarwalhenry@example.org,9.12704E+11,"H.No. 39, Sekhon Street, Sagar 312966",Korba,315557,15-05-2023,Inactive,10,1076.14,10761.4,Regular
26412689,Yadavi Rastogi,hemanimander@example.net,9.15933E+11,"H.No. 486, Chaudhary Road
Gangtok-942061",Bahraich,693005,13-06-2024,Regular,1,1700.46,1700.46,Regular
26303194,Janaki Parsa,bhargavanachiket@example.org,9.11394E+11,"49
Varghese Road, Raichur-972279",Pali,544786,29-04-2023,Premium,18,1045.94,18826.92,VIP
93735495,Urvi Prasad,sanyathaman@example.org,9.1469E+11,"H.No. 537, Solanki Nagar, Adoni-229163",Jehanabad,984732,23-05-2023,Regular,7,871.15,6098.05,Regular
8395610,Ranveer Subramanian,gourkeya@example.org,9.19566E+11,"892, Shukla Path
Nandyal 578526",Erode,820741,23-03-2024,Inactive,18,294.53,5301.54,VIP
41640262,Vihaan Gola,samesh12@example.com,9.13681E+11,"708
Rao Nagar
Gandhidham-720600",Ulhasnagar,275919,17-08-2023,Inactive,9,1805.87,16252.83,Regular
60618999,Lopa Vig,dalbir15@example.org,9.16108E+11,"551, Sawhney Road
Satna 010828",Pudukkottai,596613,28-07-2024,Regular,15,1631.96,24479.4,VIP
77220027,Aryan Krish,agatedaksh@example.com,9.12082E+11,"18/938, Pai Marg
Aurangabad 807716",Coimbatore,387538,11-12-2023,Premium,16,551.81,8828.96,VIP
32019725,Tarak Rout,nitarabatta@example.net,9.18312E+11,"H.No. 952, Munshi Zila
Pondicherry 250063",Panchkula,791364,19-01-2024,Premium,19,1169.96,22229.24,VIP
38709137,Neha Gade,lmahal@example.com,9.17283E+11,"34/477, Bali Ganj, Udaipur 580186",Mau,855661,07-07-2023,Inactive,18,1307.64,23537.52,VIP
11540364,Jonathan Virk,wiyer@example.net,9.1947E+11,"H.No. 14, Bir Path
Ujjain 314070",Firozabad,94033,24-09-2024,New,20,517.32,10346.4,VIP
59207798,Chakrika Bhargava,omlopa@example.org,9.12675E+11,"18
Master Zila
Miryalaguda 319766",Ballia,78765,02-07-2023,Premium,4,1441.64,5766.56,Regular
10797688,Sudiksha Mannan,janigauri@example.net,9.11174E+11,"782, Golla Ganj
Kottayam-979207",Bathinda,220981,22-05-2023,New,7,1017.39,7121.73,Regular
88965399,Darsh Sura,yachanabalakrishnan@example.net,9.15675E+11,"H.No. 599
Menon Path, Kalyan-Dombivli 164642",Guntur,563500,28-05-2024,Regular,3,1144.21,3432.63,Regular
10608845,Aadi Gole,vbalan@example.com,9.18798E+11,"69/876, Varughese Path
Tadipatri 100656",Bhilwara,702163,29-03-2024,Premium,2,735.36,1470.72,Regular
28603182,Karan Narayan,zaid12@example.net,9.15668E+11,"470
Ravi Ganj, Ulhasnagar-033422",South Dumdum,663469,02-08-2024,New,11,490.13,5391.43,VIP
1152215,Yachana Pathak,chakradevnigam@example.org,9.12969E+11,"067, Rao Street
Motihari 908674",Dhanbad,251590,27-05-2024,Inactive,2,1637.43,3274.86,Regular
24357425,Wriddhish Munshi,nazaretharin@example.net,9.19236E+11,"H.No. 36, Dani Nagar, Madurai-481558",Farrukhabad,399792,17-07-2024,Inactive,6,798.18,4789.08,Regular
93924203,Xalak Goyal,iyengaryashoda@example.net,9.19121E+11,"H.No. 86
Bath Path, Aligarh 524302",Jorhat,23557,21-04-2023,Premium,18,1360.15,24482.7,VIP
61406908,Harrison Mistry,abhimanyu55@example.org,9.18553E+11,"H.No. 08, Deo
Aizawl-412973",Deoghar,365307,24-12-2023,Regular,1,458.39,458.39,Regular
78841932,Bhavani Rai,varkeyalexander@example.com,9.15277E+11,"H.No. 104
Tak Ganj, Bhatpara 028985",Guna,907803,19-04-2024,Inactive,4,979.63,3918.52,Regular
67310893,Idika Patla,arya77@example.org,9.17711E+11,"91/165, Dewan Circle
Ajmer-980052",Chennai,286135,10-04-2024,New,19,1592.94,30265.86,VIP
666589,Kevin Bassi,jainchandani@example.net,9.12287E+11,"25/224
Soni Ganj
Visakhapatnam-398942",Morbi,852969,31-07-2023,Regular,15,465.38,6980.7,VIP
73639935,Urvi Deo,talwargautami@example.com,9.10654E+11,"12/820, Radhakrishnan Ganj
Aligarh-496495",Medininagar,528705,21-09-2023,Inactive,10,360.91,3609.1,Regular
51592174,Jasmit Sura,anusha59@example.com,9.12105E+11,"H.No. 821, Barman Street
Bhagalpur 755691",Secunderabad,271886,11-08-2023,New,2,794.83,1589.66,Regular
12338529,Rishi Nayak,yash47@example.org,9.11626E+11,"59/031
Kohli Road, Bhilwara 572342",Bangalore,448389,03-10-2024,New,11,347.1,3818.1,VIP
81757554,Yagnesh Nadkarni,srinivasnisha@example.net,9.19949E+11,"46/12, Dash Street, Ujjain 348748",Shimoga,591693,18-04-2024,Premium,12,1815.02,21780.24,VIP
95372766,Hitesh Morar,ikbalwagle@example.org,9.13522E+11,"06
Dixit
Bahraich 227315",Latur,609032,15-01-2024,Regular,9,629.05,5661.45,Regular
28111842,Charles Kannan,amrita30@example.org,9.15274E+11,"55
Setty Ganj
Bijapur-974804",Tirunelveli,734693,09-09-2024,Premium,8,1892.45,15139.6,Regular
27878182,Qabil Lata,aarnav41@example.com,9.10674E+11,"76/44, Lata
Jhansi-232629",Thoothukudi,474639,30-03-2023,Inactive,1,1023.51,1023.51,Regular
27353891,Gabriel Ahluwalia,tahuja@example.com,9.17147E+11,"295, Varty
Jabalpur-431897",Parbhani,889940,25-06-2023,Premium,20,1110.61,22212.2,VIP
19179897,Tarak Nagi,dasoliver@example.net,9.17959E+11,"H.No. 031
Subramaniam Street
Tezpur 787717",Orai,757209,14-08-2023,Premium,18,1491.58,26848.44,VIP
63630649,Indira Golla,atikhanna@example.org,9.12943E+11,"44/45
Kamdar Path, Mumbai 535037",Vijayawada,178528,02-09-2023,Premium,8,1626.79,13014.32,Regular
16359370,Harsh Gaba,zayan66@example.org,9.19245E+11,"H.No. 384
Yohannan Chowk, Nanded-222053",South Dumdum,945900,05-12-2023,Premium,1,1352.7,1352.7,Regular
92123198,Diya Munshi,garimadutt@example.com,9.16234E+11,"H.No. 86
Rastogi Road
Tiruchirappalli 971518",Bidar,505894,30-08-2023,Regular,8,224.01,1792.08,Regular
77306672,Bina Seshadri,qsaha@example.com,9.19226E+11,"58
Balay Nagar, Berhampore 873691",Motihari,249750,16-09-2024,Regular,20,456.24,9124.8,VIP
67696145,Isaac Rattan,yuvrajkant@example.net,9.19861E+11,"79/94, Kuruvilla Road, Bihar Sharif-023568",Bettiah,523966,06-06-2023,Regular,18,482.94,8692.92,VIP
29902416,Falak Choudhry,gautampandit@example.org,9.19003E+11,"08/63
Bhatt Path
Khammam-521999",Tenali,401415,17-07-2023,Inactive,18,1010.11,18181.98,VIP
11446157,Nidhi Borra,upadhriti34@example.org,9.11549E+11,"99/071, Dua Street, Sultan Pur Majra-817622",Shimoga,681393,18-09-2024,Inactive,8,400.97,3207.76,Regular
84377964,Saumya Babu,palleta@example.com,9.19611E+11,"49, Deol Nagar, Khammam 908157",Tezpur,257432,24-10-2024,Inactive,13,1458.37,18958.81,VIP
12591752,Zilmil Krishna,ukant@example.org,9.1876E+11,"116, Korpal Ganj
Junagadh 903149",Singrauli,711091,28-05-2023,Inactive,14,740.4,10365.6,VIP
4940671,Sarthak Doshi,fariq53@example.org,9.1056E+11,"42, Mand Nagar
Kolkata-949731",Silchar,431653,17-06-2024,Inactive,7,494.03,3458.21,Regular
88111697,Ronith Rajagopal,hemalkala@example.org,9.19594E+11,"68/88
Bhargava Marg, Rajahmundry-132192",Ballia,413102,30-01-2024,Regular,4,1731.14,6924.56,Regular
98241853,Lila Mangal,reddydamini@example.com,9.11819E+11,"99/06
Kala Zila
Gandhidham 366062",Vellore,575103,25-04-2024,Premium,19,1203.76,22871.44,VIP
75482,Jeet Gandhi,amrita05@example.net,9.16684E+11,"95/861, Jaggi, Sikar-343285",Korba,298093,19-09-2024,Regular,13,1938.38,25198.94,VIP
6291143,Banjeet Oak,abhatia@example.com,9.17842E+11,"56/942
Rajan Road
Mysore 031754",Yamunanagar,135844,05-08-2023,Inactive,19,1934.37,36753.03,VIP
20209237,Anthony Ratti,aryan46@example.com,9.19344E+11,"44/934, Varma Marg
Thiruvananthapuram-851021",Shimoga,467793,11-02-2024,Regular,19,1121.1,21300.9,VIP
85435560,Viraj Nair,krishnavedhika@example.org,9.18574E+11,"32/80
Rajan Zila, Anantapur 869770",Ludhiana,660678,28-07-2024,Inactive,8,1309,10472,Regular
68063317,Reva Rajagopal,lavanya06@example.com,9.15915E+11,"95, Bahl Zila
Kirari Suleman Nagar-350381",Muzaffarnagar,732932,21-10-2024,Inactive,4,1316.23,5264.92,Regular
82594354,Harinakshi Sule,ocontractor@example.net,9.19987E+11,"H.No. 608
Dhawan Ganj
Nizamabad 291392",Avadi,345071,04-01-2024,Regular,7,321.8,2252.6,Regular
51040116,Inaya Pillai,wyattsavant@example.com,9.12196E+11,"77
Mistry Ganj, Unnao-632141",Berhampur,595645,14-11-2023,Regular,11,783.03,8613.33,VIP
78053306,Meera Naik,sdeo@example.org,9.15475E+11,"96/063
Aggarwal Ganj, Kozhikode 808109",Visakhapatnam,436981,27-06-2024,Inactive,6,1037.09,6222.54,Regular
66761643,Samuel Mukherjee,wriddhishwagle@example.net,9.15803E+11,"63
Goel Zila
Ichalkaranji 944267",Anand,695591,07-05-2023,Regular,20,1432.01,28640.2,VIP
81932548,Baghyawati Gill,vaishnaviagrawal@example.com,9.14158E+11,"227
Panchal Ganj, Raiganj 028467",Etawah,439705,31-10-2024,Premium,12,1508.41,18100.92,VIP
19682060,Hamsini Swamy,vedhikasawhney@example.net,9.17543E+11,"14/652
Ganesan Nagar, Patna-892135",Jehanabad,273810,12-02-2024,Inactive,4,850.2,3400.8,Regular
1719710,Pushti Sabharwal,ramachandranharini@example.com,9.13657E+11,"49, Halder Circle, Dindigul-895174",Giridih,798390,26-06-2023,New,2,1332.82,2665.64,Regular
74195536,Champak Chhabra,ishanviratti@example.org,9.17254E+11,"21/29
Yohannan, Ambarnath-175439",Amaravati,861407,09-10-2024,Premium,5,650.62,3253.1,Regular
15534747,Oviya Luthra,edhar@example.org,9.13347E+11,"H.No. 51, Mahajan Street
Dehradun 313062",Kadapa,76910,19-09-2023,Inactive,15,362.34,5435.1,VIP
95558510,Ekaraj Halder,jairaj73@example.com,9.10597E+11,"59, Raj, Tenali 078584",Bhind,565088,25-06-2023,Inactive,5,466.28,2331.4,Regular
767523,Maya Khosla,khannaijaya@example.org,9.18702E+11,"H.No. 10
Venkatesh Street, Kakinada 570578",Vasai-Virar,375272,27-05-2023,Inactive,13,1737.28,22584.64,VIP
55056284,Devika Lal,kamdarkalpit@example.com,9.11918E+11,"H.No. 812, Iyengar Path
Jaunpur 333582",Ichalkaranji,969027,13-05-2024,Inactive,11,373.44,4107.84,VIP
86167288,Rachana Rajagopal,cratta@example.net,9.18164E+11,"H.No. 292
Baral Nagar
Bettiah-410932",Nagpur,155646,14-08-2023,Inactive,1,1049.94,1049.94,Regular
96511007,Hema Mannan,minhasria@example.net,9.14842E+11,"25/07
Sarraf Ganj
Ajmer-104308",Dindigul,470156,26-06-2024,New,14,1243.4,17407.6,VIP
31084686,Jai Ramaswamy,ylad@example.net,9.14211E+11,"60/650, Yogi Road
Baranagar 657937",Aurangabad,587018,20-06-2024,Regular,4,893.55,3574.2,Regular
99594960,Amaira Tak,inarang@example.net,9.18945E+11,"14/029
Rajan
Shimoga-387010",Madanapalle,446417,12-06-2023,Inactive,16,1475.23,23603.68,VIP
53815931,Praneel Sekhon,dalbirganguly@example.org,9.1276E+11,"06, Bedi, Sonipat-496094",Jaipur,663082,19-07-2023,Inactive,17,1739.94,29578.98,VIP
21597477,Mugdha Chaudhuri,varshadate@example.net,9.1445E+11,"H.No. 85, Johal Path, Nadiad 338564",Bhopal,801132,21-09-2023,Inactive,18,246.42,4435.56,VIP
243838,Sudiksha Nagar,chandanikrish@example.net,9.13689E+11,"H.No. 58
Cherian Zila
Dhule 851724",Visakhapatnam,865844,16-05-2024,New,11,1158.27,12740.97,VIP
15484407,Saksham Kaur,nathmohammed@example.net,9.12436E+11,"45, Gera Path, Medininagar-812341",Kakinada,457519,11-06-2024,Premium,18,560.95,10097.1,VIP
21677923,Lipika Mukhopadhyay,masonnayar@example.net,9.15843E+11,"045
Nath Circle, Nagpur-291495",Kakinada,247798,18-07-2023,New,17,465.55,7914.35,VIP
24845814,Harshil Shukla,vedhikavora@example.net,9.14481E+11,"H.No. 189
Brahmbhatt
Shimoga 947864",Raipur,46092,31-03-2023,Regular,17,423.79,7204.43,VIP
99893898,Vedant Master,forumwable@example.com,9.161E+11,"123, Manda Circle, Dehradun 286985",Berhampore,893327,22-11-2023,New,16,365.4,5846.4,VIP
95856869,Bahadurjit Ratta,dinradhika@example.org,9.14932E+11,"H.No. 031, Lala Nagar, Nandyal 203236",Tirupati,650085,08-03-2024,New,12,531.83,6381.96,VIP
40275138,Eiravati Thaker,umangbabu@example.net,9.13593E+11,"14/926
Goswami Nagar
Bhiwani-379094",Bathinda,833704,05-01-2024,Inactive,18,1468.32,26429.76,VIP
12814732,Janya Soni,shenoyharita@example.net,9.17963E+11,"054
Acharya Ganj, Dhanbad 214980",Karaikudi,768626,26-05-2023,Regular,8,1473.36,11786.88,Regular
4057678,Brijesh Khalsa,rrai@example.org,9.1964E+11,"96/44, Bhargava
Bikaner 112116",Kadapa,383118,27-05-2023,Inactive,19,882.63,16769.97,VIP
46682777,Simon Parekh,vigekiya@example.org,9.15322E+11,"22
Balay Road
Thanjavur 478790",Medininagar,705746,02-07-2024,Inactive,10,600.09,6000.9,Regular
10562528,Udant Dada,odika72@example.com,9.16268E+11,"H.No. 19, Taneja Ganj, Malda-646819",Udaipur,579690,11-07-2024,Premium,12,887.02,10644.24,VIP
31978160,Kiaan Khare,januja42@example.net,9.1369E+11,"H.No. 76, Sharma Zila
Bharatpur 622055",Saharanpur,506540,01-05-2024,New,8,1881.61,15052.88,Regular
14207332,Ucchal Uppal,epandya@example.com,9.10556E+11,"88, Contractor
Silchar 827375",Aligarh,571862,03-01-2024,Regular,18,1263.17,22737.06,VIP
76019750,Omisha Balan,advaithsahota@example.com,9.14088E+11,"91, Uppal Path
Guwahati 827046",Thiruvananthapuram,320360,04-01-2024,New,20,310.83,6216.6,VIP
36833857,Omya Banik,jeet65@example.org,9.14225E+11,"19
Dada Marg, Hajipur-162049",Silchar,319422,26-02-2024,Premium,7,1882.18,13175.26,Regular
84275450,Frederick Sem,ucchalsingh@example.com,9.19792E+11,"50/504
Sha Zila
Agra-731162",Nellore,809285,10-03-2024,Premium,17,239.05,4063.85,VIP
6367136,Yashica Jayaraman,kmane@example.org,9.10289E+11,"47/70
Kalita Road
Jalgaon-197155",Rohtak,337064,17-02-2024,Regular,18,1662.44,29923.92,VIP
27049432,Mitali Shankar,sahotaudarsh@example.net,9.1733E+11,"91/62
Chandra, Ambala-225973",Nagaon,68240,08-07-2023,Premium,1,1866.16,1866.16,Regular
69863493,Yashica Madan,jsehgal@example.com,9.14103E+11,"36, Rau Circle
Meerut-833400",Junagadh,342288,09-06-2023,Regular,6,1620.01,9720.06,Regular
35349582,Raksha Kalla,qvohra@example.net,9.11616E+11,"159, Sahni Circle, Panihati 063296",Bhilai,563148,28-01-2024,Premium,6,932.85,5597.1,Regular
20148223,Manbir Dua,schar@example.org,9.10842E+11,"H.No. 573, Comar Road, Proddatur-125060",Kamarhati,675142,26-05-2023,Inactive,5,599.99,2999.95,Regular
46684081,Darika Hans,shahaarna@example.com,9.10111E+11,"223, Jani Road
Hindupur 177571",Ghaziabad,519748,01-04-2023,Premium,11,1225.01,13475.11,VIP
49795571,Rajata Agrawal,charvikurian@example.net,9.12035E+11,"43/482
Munshi Zila, Khandwa 356038",Loni,73093,08-03-2024,Premium,13,401.72,5222.36,VIP
